micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
ORR,Option 35,RMZ / Arliga Ecoworld Infrastructure,IndiQube - EcoWorld Phase II - Tower 2,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+10,As per master plan,"100,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,200.0 Sq. Ft.,200,2F+3F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.921378596847092, 77.6873320581613",RMZ / Arliga Ecoworld Infrastructure Leasing Team,Leasing Head - RMZ / Arliga Ecoworld Infrastructure,+91-80-40000000,leasing@rmz/arligaecoworldinfrastructure.com,RMZ / Arliga Ecoworld Infrastructure,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 36,Sattva Groups,IndiQube - Eminence,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,650.0 Sq. Ft.,650,4F+9F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.944151423974171, 77.69823645062222",Sattva Groups Leasing Team,Leasing Head - Sattva Groups,+91-80-40000000,leasing@sattvagroups.com,Sattva Groups,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 37,Innovent Spaces Pvt. Ltd,IndiQube - ETA,Mahadevpura / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+6,As per master plan,"10,500–12,300 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,154.0 Sq. Ft.,154,1F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.981111261827177, 77.69430853713142",Innovent Spaces Pvt. Ltd Leasing Team,Leasing Head - Innovent Spaces Pvt. Ltd,+91-80-40000000,leasing@innoventspacespvt.ltd.com,Innovent Spaces Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 38,Mantri Developers Pvt. Ltd.,Innov8 - Mantri Commercio - Tower A,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,As per master plan,"Tower A - 55,000, Tower B - 35,400 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,406.0 Sq. Ft.,406,5F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.932158954313989, 77.68366460432694",Mantri Developers Pvt. Ltd. Leasing Team,Leasing Head - Mantri Developers Pvt. Ltd.,+91-80-40000000,leasing@mantrideveloperspvt.ltd..com,Mantri Developers Pvt. Ltd.,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 39,Prestige Group,Innov8 - Prestige Tech Park – Platina 2,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+12,As per master plan,"37,424–43,717 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,11F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.943895724210295, 77.69591442363932",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 40,Ranka Group,Innov8 - Ranka Junction,KR Puram / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"19,513 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,150.0 Sq. Ft.,150,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,6500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.997876342616859, 77.66960773713161",Ranka Group Leasing Team,Leasing Head - Ranka Group,+91-80-40000000,leasing@rankagroup.com,Ranka Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 41,Maithri Developers,iSprout - Shilpitha Tech Park,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+12,As per master plan,"28,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,1F+2F+3F & 8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.931192552158926, 77.68552340829436",Maithri Developers Leasing Team,Leasing Head - Maithri Developers,+91-80-40000000,leasing@maithridevelopers.com,Maithri Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 42,Novel Group,Novel - Novel MSR Park,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+6,As per master plan,"48,570 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.956797836684883, 77.69990669954059",Novel Group Leasing Team,Leasing Head - Novel Group,+91-80-40000000,leasing@novelgroup.com,Novel Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 43,Embassy Group,Obeya - Obeya Spruce,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,As per master plan,"17,200–22,597 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.936730474302232, 77.69325577945826",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 44,Independent,Obeya - Obeya Zing - Gayathri Mansion,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"1,875 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.924175777576975, 77.67194409336406",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 45,RMZ Corp Holdings Pvt. Ltd,Red Brick - RMZ Ecoworld - Campus 31,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"77,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.924665671225466, 77.68893463188145",RMZ Corp Holdings Pvt. Ltd Leasing Team,Leasing Head - RMZ Corp Holdings Pvt. Ltd,+91-80-40000000,leasing@rmzcorpholdingspvt.ltd.com,RMZ Corp Holdings Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 46,Prestige Group,Red Brick - Prestige Tech Park - Etamin B Wing,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"79,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,150.0 Sq. Ft.,150,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.943255356072529, 77.69069703883928",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 47,Kalyani Developers,Red Brick - Helios Business Park - D Block,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,4B+G+11,As per master plan,"32,000–53,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,650.0 Sq. Ft.,650,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,15000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.938693547389471, 77.68949507143155",Kalyani Developers Leasing Team,Leasing Head - Kalyani Developers,+91-80-40000000,leasing@kalyanidevelopers.com,Kalyani Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 48,Prestige Group,Red Brick - Exora Business Park,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"100,000–150,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.943382320597225, 77.692503985014",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 49,Embassy Group,Simpliwork  - Embassy Onyx,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"12,000–25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1000.0 Sq. Ft.,1000,3F+4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.931525047448174, 77.68757588391782",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 50,Sakti Group,Simpliwork  - Sakti Statesman,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+M+10,As per master plan,"20,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,360.0 Sq. Ft.,360,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.924132536229306, 77.66756378012187",Sakti Group Leasing Team,Leasing Head - Sakti Group,+91-80-40000000,leasing@saktigroup.com,Sakti Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 51,RMZ / Arliga Ecoworld Infrastructure,Simpliwork  - RMZ Eco world,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"39,000–100,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2350.0 Sq. Ft.,2350,9F+11F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.92549191027188, 77.68775822780789",RMZ / Arliga Ecoworld Infrastructure Leasing Team,Leasing Head - RMZ / Arliga Ecoworld Infrastructure,+91-80-40000000,leasing@rmz/arligaecoworldinfrastructure.com,RMZ / Arliga Ecoworld Infrastructure,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 52,Vaishnavi Group,Smartworks - Vaishnavi Tech Park,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"North Tower - 33,770, South Tower - 33,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1278.0 Sq. Ft.,1278,GF-7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.918601561135416, 77.67090590829413",Vaishnavi Group Leasing Team,Leasing Head - Vaishnavi Group,+91-80-40000000,leasing@vaishnavigroup.com,Vaishnavi Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 53,Mapletree India,Smartworks - Global Technology Park – Towers C & D,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,"Tower ""C"" - 2B+G+7 & Tower ""D"" - B+G+11",As per master plan,"Tower ""C"" - 34,625 & Tower ""D"" - 70,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,90.0 Sq. Ft.,90,GF+1F+3F+5F+6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.925040356546086, 77.68315960829422",Mapletree India Leasing Team,Leasing Head - Mapletree India,+91-80-40000000,leasing@mapletreeindia.com,Mapletree India,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 54,Sattva Group,Smartworks - Sattva Aura – Block A & B,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,"Block ""A"" - 2B+G+6 & Block ""B"" - 2B+G+6",As per master plan,"Block ""A"" - 22,000 & Block ""B"" - 42,000 - 45,191Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,530.0 Sq. Ft.,530,GF-6F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.937281024116706, 77.69104824916718",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 55,MSR Developers,Smartworks - MSR Tech Zone,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"58,000–64,000 sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2648.0 Sq. Ft.,2648,GF-6F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.955273919872742, 77.70106911538734",MSR Developers Leasing Team,Leasing Head - MSR Developers,+91-80-40000000,leasing@msrdevelopers.com,MSR Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 56,Prestige Group,Table Space - Prestige Lakeshore Drive,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"42,748–67,038 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.935740833775586, 77.67762823797834",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 57,Prestige Group,Table Space - Exora Business Park - Etamin,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"79,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,565.0 Sq. Ft.,565,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.943929024179516, 77.69102136596693",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 58,Zonasha Estates & Projects Pvt. Ltd,Table Space - Zonasha Frontier,Mahadevpura / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+7,As per master plan,"61,000–77,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.975679314379505, 77.69617922178656",Zonasha Estates & Projects Pvt. Ltd Leasing Team,Leasing Head - Zonasha Estates & Projects Pvt. Ltd,+91-80-40000000,leasing@zonashaestates&projectspvt.ltd.com,Zonasha Estates & Projects Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 59,Gopalan Enterprises,Table Space - Gopalan Fortune City,Mahadevpura / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+11,As per master plan,"94,378 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,650.0 Sq. Ft.,650,10F+11F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.983036369685884, 77.68964108131232",Gopalan Enterprises Leasing Team,Leasing Head - Gopalan Enterprises,+91-80-40000000,leasing@gopalanenterprises.com,Gopalan Enterprises,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 60,Embassy Group,Table Space - Embassy Onyx,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"12,000–25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.930366923117875, 77.69149425062199",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 61,Kalyani Developers,Urban Vault - Helios Business Park - D Block,Kadubeesanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,4B + G + 11,As per master plan,"32,000–53,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1500.0 Sq. Ft.,1500,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,13000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.938978128507095, 77.69004158465539",Kalyani Developers Leasing Team,Leasing Head - Kalyani Developers,+91-80-40000000,leasing@kalyanidevelopers.com,Kalyani Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 62,Zonasha Estates & Projects Pvt. Ltd,Urban Vault - Mahadevapura,Mahadevapura,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+7,As per master plan,"61,000–77,227 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.980346495288597, 77.6946656362809",Zonasha Estates & Projects Pvt. Ltd Leasing Team,Leasing Head - Zonasha Estates & Projects Pvt. Ltd,+91-80-40000000,leasing@zonashaestates&projectspvt.ltd.com,Zonasha Estates & Projects Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 63,Prestige Group,Wework - Prestige Tech Park - Jupiter Block,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1985.0 Sq. Ft.,1985,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.94244626926413, 77.6946466082945",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 64,Kalyani Developers,Wework - Roshni Tech Hub,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,5428.0 Sq. Ft.,5428,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.963589339814941, 77.70215883713108",Kalyani Developers Leasing Team,Leasing Head - Kalyani Developers,+91-80-40000000,leasing@kalyanidevelopers.com,Kalyani Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 65,Sattva Group,Wework - Salarpuria Magnificia,Mahadevpura / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+13,As per master plan,"20,734 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,948.0 Sq. Ft.,948,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.996165905701284, 77.66922659480399",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
